,level_0,index,name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
116,175,4510,Kepler-38 (AB)b,Confirmed,0.38,0.38,0.38,,,,0.39,0.01,0.01,105.595,0.038,0.038,0.4644,0.0082,0.0082,,,,89.446,0.026,0.026,,2012.0,2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-38 A,286.8292,42.2792,14.3,,,,,,,,-0.158,,,0.949,0.059,0.059,1.757,0.034,0.034,,,,,5640.0,,,,,
117,176,4558,Kepler-410 Ab,Confirmed,,,,,,,0.253,0.005,0.005,17.833648,5.4e-05,5.4e-05,0.1226,0.0047,0.0047,0.17,0.32,0.32,87.72,0.15,0.15,,2013.0,2024-08-02,270.0,60.0,60.0,,,,,,,2455014.22232,0.00058,0.00058,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"GSC 03540-00760 b, HD 175289 b, KIC 8866102 b, KOI-42 b, KOI-42.01, SAO 47882 b, TYC 3540-760-1 b, WISE J185236.23+450824.2  b, Kepler-410 b, TOI-4589.01, BD+44 3008 b",,Kepler-410 A,283.150698,45.139832,9.5,,8.417,8.191,,132.0,6.9,6.9,0.01,0.1,0.1,1.21,0.03,0.03,1.35,0.01,0.01,F8V,2.76,0.54,0.54,6273.0,140.0,140.0,,,"BD+44 3008, GSC 03540-00760, HD 175289, KIC 8866102, KOI-42, SAO 47882, TYC 3540-760-1, WISE J185236.23+450824.2, TOI-4589"
118,177,4564,Kepler-413 (AB)b,Confirmed,0.211,0.066,0.066,,,,0.3881,0.009,0.009,66.262,,,0.3553,,,0.1181,,,89.929,,,,2013.0,2024-08-12,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-413 (AB),288.5125,51.1625,,,,,,,,,,,,1.3623,,,0.7761,,,,,,,4700.0,,,,,
119,178,4578,Kepler-420 Ab,Confirmed,1.45,0.35,0.35,,,,0.94,0.12,0.12,86.647661,3.4e-05,3.4e-05,0.382,0.006,0.006,0.772,0.045,0.045,89.66,0.24,0.24,,2014.0,2024-07-28,141.3,17.0,17.0,,,,2455006.79454,0.0003,0.0003,2455006.79454,0.0004,0.0004,,,,74.0,32.0,32.0,,,,,,,,,,511.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,"KOI-1257 b, 2MASS J19245404+4455385 b, K01257.01, KIC 8751933 b, KOI-1257.01, WISE J192454.01+445538.5 b, KOI-1257 Ab, TIC 159647910 b",,Kepler-420 A,291.22518,44.927383,,,13.222,12.827,,900.0,110.0,110.0,0.27,0.09,0.09,0.99,0.05,0.05,1.13,0.14,0.14,G5V,9.3,3.0,3.0,5520.0,80.0,80.0,,,"2MASS J19245404+4455385, KIC 8751933, KOI-1257 A, WISE J192454.01+445538.5, KOI-1257, TIC 159647910"
120,179,4596,Kepler-432 b,Confirmed,5.41,0.18,0.18,5.41,0.3,0.3,1.145,0.039,0.039,52.501129,5.3e-05,5.3e-05,0.301,0.016,0.016,0.5134,0.0089,0.0089,88.17,0.61,0.61,,2015.0,2021-02-05,64.1,1.5,1.5,,,,2455949.5374,0.0012,0.0012,2455949.5374,0.0018,0.0018,,,,,,,0.503,0.168,0.168,,,,286.8,4.0,4.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"KOI-1299 b, 2MASS J19330772+4817092 b, K01299.01, KIC 10864656 b, KOI-1299.01, WISE J193307.73+481709.3 b",,Kepler-432,293.282206,48.2859,13.0,,10.684,10.221,,870.0,20.0,20.0,-0.07,0.1,0.1,1.32,0.07,0.07,4.06,0.08,0.08,K2III,4.2,-1.0,-1.0,4995.0,78.0,78.0,,,"2MASS J19330772+4817092, KIC 10864656, KOI-1299, WISE J193307.73+481709.3"
121,181,4611,Kepler-444 Ab,Confirmed,,,,,,,0.03595,0.0036,0.0036,3.6001053,8e-06,8e-06,0.04178,0.00079,0.00079,0.16,0.1,0.1,88.0,1.2,1.2,,2015.0,2024-07-28,,,,,,,2454966.2599,0.0018,0.0018,2454966.2599,0.0018,0.0018,,,,,,,0.4,0.25,0.25,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"2MASS J19190052+4138043 b, BD+41 3306 b, HIP 94931 b, K03158.01, KIC 6278762 b, KOI-3158 b, KOI-3158.01, Kepler-444 A b, LHS 3450 b, TYC 3129-00329-1 b, WISE J191900.62+413757.9 b",,Kepler-444 A,289.752289,41.634605,9.0,7.96,7.244,6.772,,36.48,0.04,0.04,-0.55,0.07,0.07,0.76,0.04,0.04,0.75,0.01,0.01,K0V,11.23,0.99,0.99,5046.0,74.0,74.0,,,"Kepler-444, HIP 94931, KIC 6278762, KOI-3158, LHS 3450, TYC 3129-00329-1, WISE J191900.62+413757.9, G 125-4, KOI-3158 A, BD+41 3306 A"
122,186,4625,Kepler-449 Ab,Confirmed,,,,,,,0.183,0.006,0.006,12.58242,0.00027,0.00027,,,,0.03,0.03,0.03,,,,,2015.0,2024-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19345587+4154030 b, K00270.01, KIC 06528464 b, KOI-270 b, KOI-270.01, WISE J193455.87+415402.5 b",,Kepler-449 A,293.732821,41.900829,11.411,,10.088,9.77,9.701,241.949,,,0.04,0.033,0.033,1.02,0.035,0.035,1.51,0.035,0.035,G2IV,9.77,1.3,1.3,5654.0,87.0,87.0,,,"KOI-270, KIC 6528464, 2MASS J19345587+4154030, WISE J193455.87+415402.5"
123,188,4628,Kepler-450 Ab,Confirmed,,,,,,,0.5424,0.0384,0.0384,28.45489091,2.486e-05,2.486e-05,0.1993,,,0.02,0.02,0.02,88.82,,,,2015.0,2024-07-31,,,,,,,,,,,,,,,,,,,0.5,0.352,0.352,,,,,,,769.0,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"WISE J194156.76+510048.6 b, KOI-279 b, KOI-279.01, TOI-5993.01, KIC 12314973 b, 2MASS J19415676+5100486 b",,Kepler-450 A,295.486509,51.0135,11.684,11.56,10.708,10.472,10.429,455.982,5.074,5.074,0.1278,0.0136,0.0136,1.191,0.142,0.142,1.641,0.107,0.107,F8IV,3.02,0.48,0.48,6152.0,,,,,"KOI-279, KIC 12314973, WISE J194156.76+510048.6, TOI-5993, 2MASS J19415676+5100486"
124,191,4631,Kepler-451 (AB)b,Confirmed,1.86,0.5,0.5,1.86,0.5,0.5,,,,406.0,4.0,4.0,0.9,0.04,0.04,0.33,0.05,0.05,,,,,2015.0,2024-08-12,302.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Timing,Timing,,,,Kepler-451 (AB),294.637500011,46.066388903,,,,,,,,,,,,0.6,0.03,0.03,,,,sdB+M,,,,,,,,,"KIC 9472174, 2MASS J19383260+4603591"
125,194,4635,Kepler-453 (AB)b,Confirmed,0.03,0.03,0.03,,,,0.55,0.0031,0.0031,240.503,0.053,0.053,,,,,,,89.4338,0.0056,0.0056,,2014.0,2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"Kepler-453 b, KIC 9632895 (AB)b",,Kepler-453 A,283.241295853,46.378472239,,,,,,,,,,,,0.934,0.01,0.01,0.833,0.011,0.011,,,,,5527.0,100.0,100.0,,,KIC 9632895 A
126,195,4672,Kepler-47 (AB)b,Confirmed,,,,,,,0.27,0.011,0.011,49.514,0.04,0.04,0.2956,0.0047,0.0047,,,,89.59,0.5,0.5,,2012.0,2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-47 A,295.2979,46.92,,,,,,,,,,,,1.043,0.055,0.055,0.964,0.017,0.017,,,,,5636.0,100.0,100.0,,,
127,198,4969,Kepler-68 Ab,Confirmed,0.02407,0.00415,0.00415,,,,0.206,0.05,0.05,5.3988,,,0.0617,0.00056,0.00056,0.0,,,87.6,0.9,0.9,,2013.0,2024-07-28,0.0,,,,,,2455703.2978,,,2455006.85729,0.00042,0.00042,,,,,,,0.48,0.01,0.01,,,,2.7,0.46,0.46,1280.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,"TOI-1290 b, KOI-246 b, KOI-246.01, K00246.01, KIC 11295426 b, TYC 3551-189-1 b, WISE J192407.75+490224.8 b, 2MASS J19240775+4902249 b",,Kepler-68 A,291.032305,49.040272,,,8.975,8.662,,144.166,0.435,0.435,0.126,0.004,0.004,1.064,0.134,0.134,1.259,0.0682,0.0682,G2IV-V,6.84,1.04,1.04,5793.0,74.0,74.0,,,"WISE J192407.75+490224.8, KOI-246, KIC 11295426, TOI-1290, BD+48 2893, 2MASS J19240775+4902249"
128,202,4976,Kepler-693 Ab,Confirmed,,,,,,,0.908,0.069,0.069,15.37563332,1.072e-05,1.072e-05,0.1121,,,,,,,,,,2016.0,2024-07-28,,,,,,,2455006.613288,0.00065,0.00065,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,Primary Transit,"Kepler-693 b, 2MASS J18530085+4021295 b, WISE J185300.84+402129.5 b, TIC 237159318 b, KOI-824 b, KOI-824.01, KIC 5164255 b",,Kepler-693 A,283.253557,40.358196,,,14.877,14.359,14.178,1151.51,54.595,54.595,-0.1,0.181,0.181,0.78,,,0.8763,,,K0V,4.47,2.71,2.71,4822.0,122.0,122.0,,,"Kepler-693, 2MASS J18530085+4021295, KIC 5164255, KOI-824, WISE J185300.84+402129.5"
129,203,5667,LTT 1445 Ab,Confirmed,0.009,0.0008,0.0008,,,,0.116,0.006,0.006,5.358766,4e-06,4e-06,0.03813,0.0007,0.0007,0.11,0.11,0.11,89.68,0.29,0.29,,2019.0,2024-09-06,222.0,61.0,61.0,,,,,,,2458412.70851,0.0004,0.0004,,,,22.0,83.0,83.0,0.17,0.12,0.12,,,,2.6,0.21,0.21,424.0,21.0,21.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-455 b,"H2O, NH3",LTT 1445 A,45.462500017,-16.593333353,10.53,7.88,7.29,6.77,6.49,6.9,,,-0.34,0.09,0.09,0.256,0.014,0.014,0.27,0.012,0.012,M3.5V,,,,3340.0,159.0,159.0,,,"BD-17 588 A, TOI-455"
130,206,5697,MASCARA-3 Ab,Confirmed,5.18,0.22,0.22,,,,1.272,0.022,0.022,5.5514926,8e-06,8e-06,0.06971,0.0096,0.0096,0.085,0.023,0.023,89.16,0.77,0.77,,2019.0,2024-07-31,41.0,20.0,20.0,2457146.6,0.22,0.22,,,,2457147.053,0.002,0.002,2457144.422,0.056,0.056,2.6,3.6,3.6,0.32,0.01,0.01,,,,403.0,11.0,11.0,1458.0,16.0,16.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"HD 93148 b, KELT-24 b, KELT-24 Ab",,MASCARA-3 A,161.908333346,71.655833351,8.4,,,,,96.79,0.3,0.3,0.168,0.058,0.058,1.309,0.018,0.018,1.513,0.031,0.031,F7IV-V,2.81,0.79,0.79,6347.0,64.0,64.0,,,"KELT-24, HD 93148"
131,207,5763,NGTS-10 Ab,Confirmed,2.162,0.107,0.107,,,,1.205,0.083,0.083,0.7668944,3e-07,3e-07,0.0143,0.001,0.001,0.0,,,79.0,2.0,2.0,,,2024-07-31,,,,,,,,,,2457518.84377,0.00017,0.00017,,,,,,,,,,,,,595.0,7.0,7.0,1332.0,54.0,54.0,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,,,NGTS-10 A,91.870833343,-25.595000021,14.3,,,,,,,,-0.02,0.12,0.12,0.696,0.04,0.04,0.697,0.036,0.036,K5V,10.4,2.5,2.5,4400.0,100.0,100.0,,,
132,208,5784,NGTS-3A b,Confirmed,2.38,0.26,0.26,,,,1.48,0.37,0.37,1.6753728,3e-06,3e-06,0.023,0.0046,0.0046,0.0,,,89.56,0.48,0.48,,2018.0,2018-08-16,,,,,,,,,,2457620.1679,0.00095,0.00095,,,,,,,0.05,0.035,0.035,,,,404.0,35.0,35.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,NGTS-3A,94.444801,-35.706394,14.6,,,,,1010.0,150.0,150.0,0.12,0.15,0.15,1.017,0.093,0.093,0.93,0.23,0.23,G9V,,,,5570.0,140.0,140.0,,,
133,209,5804,NN Ser (AB)c,Confirmed,6.91,0.54,0.54,,,,,,,5660.0,165.0,165.0,5.38,0.2,0.2,0.0,,,,,,0.01076,2010.0,2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Timing,,,,,NN Ser (AB),238.2333333,12.9130556,16.6,,,,,500.0,,,,,,0.646,,,,,,DAO1+M4V,,,,,,,IR Excess,,
134,212,5831,NY Vir (AB)b,Confirmed,2.78,,,,,,,,,2987.745,,,3.39,,,,,,,,,,2011.0,2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Timing,,,NY Vir b,,NY Vir (AB),204.7,-2.0302778,13.3,,,,,,,,,,,0.6,,,,,,sdB+M6V,,,,33000.0,,,,,
135,214,5840,OGLE-2007-BLG-349L (AB)b,Confirmed,0.25,0.041,0.041,,,,,,,,,,2.59,0.34,0.34,,,,,,,,2016.0,2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2007-BLG-349L (AB),271.350000008,-26.421944457,,,,,,2760.0,380.0,380.0,,,,0.71,0.12,0.12,,,,,,,,,,,,,
136,215,5842,OGLE-2008-BLG-092L Ab,Confirmed,0.18,,,,,,,,,,,,15.0,,,,,,,,,,2014.0,2024-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,OGLE-2008-BLG-092L b,,OGLE-2008-BLG-092L A,266.872583343,-34.7265555778,,13.9,,,,7000.0,,,,,,0.71,,,,,,,,,,,,,,,OGLE-2008-BLG-092L
137,216,5863,OGLE-2013-BLG-0341L b,Confirmed,0.00522291791209,0.00056634049649,0.00056634049649,,,,,,,,,,0.702,0.022,0.022,,,,,,,,2014.0,2014-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2013-BLG-0341L,268.029166669,-29.846111138,,,,,,911.0,70.0,70.0,,,,0.1127,0.0089,0.0089,,,,,,,,,,,,,
138,217,6028,Proxima Centauri b,Confirmed,0.00337,0.00019,0.00019,0.00337,0.00019,0.00019,,,,11.1881,0.006,0.006,0.04856,0.003,0.003,0.02,0.02,0.02,,,,,2016.0,2024-06-16,290.0,,,245813.5,2.1,2.1,,,,,,,,,,,,,,,,,,,1.22,0.17,0.17,216.0,99.0,99.0,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"alpha Cen C b, GL 551 C b, HIP 70890 b",,Proxima Centauri,217.428938029,-62.679444468,11.13,,,,,1.295,,,,,,0.12,0.015,0.015,0.141,0.021,0.021,M5.5V,,,,3050.0,100.0,100.0,,,"alpha Cen C, GL 551, HIP 70890"
139,219,6030,psi1 Aqr Ab,Confirmed,3.2,,,3.2,,,,,,181.4,0.1,0.1,0.7,,,0.027,0.026,0.026,,,,0.006593,2003.0,2024-07-29,177.3,0.8,0.8,2453472.1,24.0,24.0,,,,,,,,,,,,,,,,,,,91.0,2.3,2.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,"HD 219449 b, 91 Aqr b",,psi1 Aqr A,348.9708333,-9.0875,4.21,,,,,45.9,0.6,0.6,-0.03,0.1,0.1,1.4,0.1,0.1,11.0,0.1,0.1,K0III,3.56,0.63,0.63,4665.0,18.0,18.0,,,"91 Aqr, HD 219449"
140,220,6050,PSR B1620-26 (AB)b,Confirmed,2.5,1.0,1.0,,,,,,,36525.0,0.0,0.0,23.0,0.0,0.0,,,,,,,0.006053,2003.0,2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Timing,,,,,PSR B1620-26 (AB),245.9083333,-26.5313889,24.0,,,,,3800.0,,,,,,1.35,,,,,,PSR,,,,,,,,,
141,221,6147,Ross 458 (AB)b,Confirmed,11.3,4.5,4.5,,,,1.07,0.07,0.07,,,,1168.0,,,,,,,,,10.245614,2010.0,2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.0,,,,,4.35,Published in a refereed paper,Imaging,,,"Ross 458 C, HIP 63510 C, GJ 494 C, WISEPC J130041.65+122114.6","CH4, H2, H2O, K",Ross 458,195.1958333,12.3758333,9.76,,,,,11.7,0.2,0.2,0.0,,,0.6,0.08,0.08,,,,M0.5V,0.475,0.325,0.325,,,,,,"DT Virginis, HIP 63510, GI 494"
142,222,6150,ROXs 42B (AB)b,Confirmed,9.0,3.0,3.0,,,,2.5,,,,,,140.0,10.0,10.0,,,,,,,,2013.0,2024-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.0,,,,,3.6,Published in a refereed paper,Imaging,,,ROXs 42B b,"CO, H2O, K",ROXs 42B (AB),247.8125,-24.5456,14.27,,,,,135.0,5.0,5.0,,,,0.6,,,,,,M0 D,0.0068,0.0023,0.0023,2200.0,200.0,200.0,,,
143,223,6151,RR Cae (AB) b,Confirmed,3.0,0.3,0.3,3.0,0.3,0.3,,,,5479.0,219.0,219.0,5.2,0.1,0.1,0.0,,,,,,,2012.0,2023-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Timing,TTV,,RR Cae b,,RR Cae (AB),65.275,-48.6519444,14.4,,,,,,,,,,,0.622,,,,,,DAZ8+dM,,,,,,,,,
144,224,6302,SR 12 (AB) c,Confirmed,13.0,7.0,7.0,,,,,,,,,,1083.0,217.0,217.0,,,,,,,8.664,2011.0,2022-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,Spectrum,,,,SR 12 (AB),246.8333333,-24.6944444,13.28,,,,,125.0,25.0,25.0,,,,,,,,,,K4-M2.5,0.001,inf,inf,,,,,,
145,225,6318,tau Boo Ab,Confirmed,5.84,0.55,0.55,4.13,0.2,0.2,1.06,,,3.31249,3.12595e-05,3.12595e-05,0.046,,,0.0787,0.0246,0.0246,45.0,4.0,4.0,0.002949,1996.0,2024-08-06,218.4,25.0,25.0,2450529.2,,,,,,,,,,,,,,,,,,2450234.59,0.2,0.2,469.59,14.86,14.86,,,,,,,,,,Published in a refereed paper,Radial Velocity,,Theoretical,tau Bo&ouml; b,"CO, H2O",tau Boo A,206.8208333,17.4561111,4.5,3.85,3.62,3.55,3.36,15.6521,0.08425,0.08425,0.264,0.02,0.02,1.32,0.214,0.214,1.426,0.057,0.057,F6V,1.3,0.6,0.6,6466.27,106.034,106.034,,,"tau Bootis, 4 Boo, HD 120136, GJ 527 A"
146,226,6420,TOI-132 Ab,Confirmed,0.0705,0.00604,0.00604,,,,0.3051,0.0125,0.0125,2.1097019,1.2e-05,1.2e-05,0.026,0.003,0.003,0.059,0.037,0.037,85.03,1.84,1.84,,2019.0,2024-08-04,25.88,38.05,38.05,,,,,,,2458343.77954,0.00093,0.00093,,,,,,,0.533,0.137,0.137,,,,11.38,0.85,0.85,1395.0,72.0,72.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-132.01,,TOI-132 A,338.400000012,-43.436666678,11.3,,,,,164.47,27.32,27.32,0.16,0.1,0.1,0.97,0.06,0.06,0.9,0.02,0.02,G8V,6.34,2.35,2.35,5397.0,46.0,46.0,,,
147,227,6422,TOI-1338 (AB)b,Confirmed,0.069,0.069,0.069,0.0686,0.066,0.066,0.5986,0.0303,0.0303,95.174,0.0035,0.0035,0.4607,0.0088,0.0088,0.088,0.0043,0.0043,89.22,0.26,0.26,,2020.0,2024-08-12,263.0,4.8,4.8,,,,,,,,,,,,,,,,,,,,,,2.4,2.3,2.3,724.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"BEBOP-1 b, EBLM J0608-59 b",,TOI-1338,92.133333344,-59.541111128,11.5,,,,,399.0,,,-0.4,0.1,0.1,,,,3.1,0.38,0.38,,,,,5723.0,110.0,110.0,,,"EBLM J0608-69, BEBOP-1"
148,229,6469,TOI-1634 Ab,Confirmed,0.01545,0.0022,0.0022,,,,0.1597,0.00723,0.00723,0.989343,1.5e-05,1.5e-05,0.01545,0.00014,0.00014,0.16,0.16,0.16,88.2,1.1,1.1,,2021.0,2024-07-28,,,,,,,,,,2458791.51473,0.00061,0.00061,,,,,,,0.24,0.13,0.13,,,,5.04,0.72,0.72,924.0,22.0,22.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-1634 A,56.391666678,37.112222234,13.2,,,,,35.274,0.053,0.053,0.23,0.08,0.08,0.502,0.014,0.014,0.45,0.013,0.013,M2V,,,,3550.0,69.0,69.0,,,
149,231,6697,TOI-421 Ab,Confirmed,0.0211,0.0019,0.0019,,,,0.2355,0.0071,0.0071,5.197576,5e-06,5e-06,0.0554,0.001,0.001,0.13,0.05,0.05,88.3,0.07,0.07,,2020.0,2024-07-30,140.0,30.0,30.0,,,,,,,2459189.7341,0.0005,0.0005,,,,,,,0.94,0.01,0.01,,,,2.83,0.2,0.2,922.0,14.0,14.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"BD-14 1137 b, TOI-421.02",,TOI-421 A,81.854166675,-14.276944458,9.93,,8.55,8.22,8.07,74.797,0.2029,0.2029,-0.02,0.05,0.05,0.852,0.021,0.021,0.871,0.012,0.012,G9/K0V,9.4,3.1,3.1,5325.0,58.0,58.0,,,BD-14 1137
150,233,6837,TOI-732 Ab,Confirmed,0.00774,0.0006,0.0006,,,,0.11821,0.00517,0.00517,0.76837931,4e-07,4e-07,0.01195,0.00029,0.00029,0.0,,,86.1,0.7,0.7,,2020.0,2024-07-31,,,,,,,,,,2459606.58098,0.0004,0.0004,,,,,,,0.462,0.094,0.094,,,,3.24,0.2,0.2,903.0,26.0,26.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,LTT 3780 b,,TOI-732 A,154.64485,-11.71784,,,,,,22.04,0.03,0.03,0.06,0.1,0.1,0.38,0.034,0.034,0.38,0.012,0.012,M3V,3.1,1.0,1.0,3358.0,92.0,92.0,,,LTT 3780
151,235,6868,TOI-905 Ab,Confirmed,0.667,0.042,0.042,,,,1.171,0.053,0.053,3.739494,3.8e-05,3.8e-05,0.04666,0.001,0.001,0.024,0.017,0.017,85.68,0.26,0.26,,2019.0,2024-08-01,39.0,82.0,82.0,,,,,,,2458628.35101,0.00026,0.00026,,,,,,,0.816,0.012,0.012,,,,89.1,3.8,3.8,1192.0,36.0,36.0,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,,,TOI-905 A,227.658333346,-71.361666683,11.2,,,,,159.4,0.8,0.8,0.2,0.1,0.1,0.85,0.1,0.1,1.14,0.03,0.03,G8V,3.4,2.3,2.3,5300.0,100.0,100.0,,,
152,236,6885,TrES-2 Ab,Confirmed,1.253,0.052,0.052,,,,1.189,0.025,0.025,2.4706133738,1.87e-08,1.87e-08,0.03555,0.00075,0.00075,0.0,,,83.908,0.009,0.009,0.000162,2006.0,2024-07-29,,,,,,,,,,2453957.6355,1.29e-05,1.29e-05,,,,,,,,,,,,,,,,1455.0,,,,,,,,,Submitted to a professional journal,Primary Transit,,,"TrES-2, Kepler-1 Ab, Kepler-1 b, TOI-2140.01",,TrES-2 A,286.8083333,49.3163889,11.41,,,,,220.0,10.0,10.0,-0.15,0.1,0.1,0.98,0.062,0.062,1.0,0.036,0.036,G0V,5.1,2.7,2.7,5850.0,50.0,50.0,,,"Kepler-1, TOI-2140, GSC 03549-02811"
153,237,6887,TrES-4 Ab,Confirmed,0.917,0.07,0.07,,,,1.706,0.056,0.056,3.5539268,3.2e-06,3.2e-06,0.05084,0.0005,0.0005,0.0,,,82.81,0.37,0.37,0.000106,2007.0,2024-07-31,,,,,,,,,,2454230.90524,0.00062,0.00062,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,"TrES-4, TOI-2124.01",,TrES-4 A,268.3041667,37.2116667,11.592,,,,,479.0,26.0,26.0,0.14,0.09,0.09,1.388,0.042,0.042,1.798,0.052,0.052,F8IV,2.9,0.3,0.3,6200.0,75.0,75.0,,,"TOI-2124, GSC 02620-00648, DAE 11 A"
154,238,6950,ups And Ab,Confirmed,0.62,0.09,0.09,0.62,0.09,0.09,,,,4.61711,0.00018,0.00018,0.059,0.001,0.001,0.01186,0.006,0.006,90.0,0.0,0.0,0.00438,1996.0,2024-07-21,44.519,24.0,24.0,2450034.058,0.3,0.3,,,,,,,,,,,,,,,,,,,70.519,0.0368,0.0368,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,HD 9826 b,,ups And A,24.2,41.4105556,4.09,,,,,13.47,0.13,0.13,0.09,0.06,0.06,1.27,0.06,0.06,1.631,0.014,0.014,F8IV,3.8,1.0,1.0,6212.0,80.0,80.0,,,"50 And, HD 9826"
155,242,7007,WASP-122 Ab,Confirmed,1.401,0.075,0.075,1.372,0.072,0.072,1.792,0.069,0.069,1.7100567,3.6e-06,3.6e-06,0.03107,0.00079,0.00079,0.0,0.0,0.0,78.35,0.31,0.31,,2015.0,2024-07-28,,,,,,,,,,2456665.22403,0.00022,0.00022,,,,,,,0.8608,0.0073,0.0073,,,,185.2,2.3,2.3,1970.0,50.0,50.0,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"KELT-14 Ab, TOI-501 b, TOI-501.01",,WASP-122 A,108.300000004,-42.409722238,11.0,,9.8,9.48,9.42,250.121,1.539,1.539,0.32,0.09,0.09,1.06,0.139,0.139,1.508,0.0734,0.0734,G1IV,,,,5875.0,132.839,132.839,,,"KELT-14 A, TOI-501"
